Course Name,Reviewer Name,Date of Review,Review Content,Rating Star
Google Ads for Beginners,By Muhammad S,"Jul 19, 2020",I learned a lot of new things from this project. There was a bit difficulty in tools which do not clear bu the instructor help me a lot to clear my mind. I would like to thanks to this instructor.,4
Google Ads for Beginners,By Meghan S,"Aug 15, 2024","This course is inaccurate and falsely guides students through Google Ads because the video is outdated. Google Ads/GA4's UI has been updated since and it does not match the course instructor's video. Extremely disappointed, do not waste your time trying to figure it out because it looks like they haven't updated this course to match the new UI in over a month. ",1
Google Ads for Beginners,By Amrita B,"Dec 9, 2023","I encountered problem with google cloud work space . It  shows "" Aww Snap"" Page crash each time you started to assignment . Please fix the problem
",1
Cybersecurity for Everyone,By A_SAMARTH K,"Oct 18, 2022",After Completing a course it is asking to pay for certificate ,1
Cybersecurity for Everyone,By Ongun A,"Jan 4, 2023",Cybersecurity for Everyone is a valuable resource for anyone looking to improve their understanding of cybersecurity and protect themselves and their organizations from online threats.,5
Cybersecurity for Everyone,By Janraidul T,"Feb 24, 2023",Covers all the broad topics of cybersecurity introduction topics. Great for anyone is eager to learn new topic and for those who are beginning their journey in cybersecurity profession. ,5
Cybersecurity for Everyone,By Divya s P,"Sep 19, 2023",It is a useful and safe educational app. Reset of deadlines is one of the advantage of using coursera. It's a trustworthy app regardind security and explanation. We can also make notes. ,5
Cybersecurity for Everyone,By Gheian A,"Aug 19, 2021",This course is very informative and clear to understand. I learned a lot especially securing machines and identifying attacks from hackers. Thank you!,5
Cybersecurity for Everyone,By 505_Hemanth N,"Jun 24, 2023",the cource is free but certificate is too cost .I am not satisfied 😔,2
Cybersecurity for Everyone,By Sarah R,"Dec 1, 2022","It took several  months to get my grade reviewed and I got failed because I didnt understand the instructions. 
I didn't receive any notice of it either. After the garbage instruction experience with the google program, Im cancelling my account. ",1
Cybersecurity for Everyone,By MANSHA S G,"Jul 17, 2023","course was good but why is there not my name on certificate? Why is it ""Coursera learner"". Very disappointed feels like i wasted my time",1
Cybersecurity for Everyone,By Jan P C,"Jul 31, 2022",Excellent Course by Professor Charles Harry. Does cover the concepts of Cyber security including the Final Project. Perfect for anyone who wants to get a knowledge of Cybersecurity,5
Cybersecurity for Everyone,By Nick .,"Feb 12, 2022","Really enjoyed the course. Interesting, especially the unit on Hacking. However, the final assignment was so difficult. It was only a general cybersecurity course. ",5
Cybersecurity for Everyone,By MUKEM C ( M 2,"Jul 13, 2023",my name didnt show on the certificate,2
Cybersecurity for Everyone,By Ayebatari I,"Jul 10, 2022",This course is a very nice one. The lecturer  was good and the project was a nice way to help students understand the nitigrity of cybersecurity. In all the course is an excellent one.,5
Cybersecurity for Everyone,By Arvin S,"Feb 9, 2022","Charlels Harry is  very very good in explaining. I had to put the video to 1.25x  because  i can  undertand what he was saying clearly.  This course will make you understand how a network is attacked. It's not  like you see in movies, a nerd sitting in a basement and lots of numbers scrolling like matrix in from of him. Hacking takes time and always remember the kill chain. This course introduce you to the kill chain. How do you defeat the kill chain?  After  finishing this course you will understand how to defeat  the kill chain.",4
Cybersecurity for Everyone,By Ervin F,"Dec 27, 2022","Wasn't prepared for the presentation at the end, it seemed out of place.  Also the CIA triad is Confidentiality, Integrity, and Availability (not Accessibility) as listed by the instructor.  Was able to answer the question based upon deduction, but it is a bit odd.  Otherwise a great course. ",3
Cybersecurity for Everyone,By Jeff N,"Mar 14, 2022","Very interesting and relatable, especially with world events at this time.  Instructor was very easy to listen to and comprehend the subject matter",5
Cybersecurity for Everyone,By lin u,"Feb 13, 2022","Good course  all important things about cybersecurity  ""winzipped""  at one time",5
Cybersecurity for Everyone,By Brent W,"Jan 30, 2023",Professor Charles Harry's Instruction was great! Easy to follow and really great introduction into cybersecurity. Would like to take a few more courses from him if available. Thanks!,5
Cybersecurity for Everyone,By Ugonna K U,"Mar 17, 2023",Very Interesting and fun course. ,5
Cybersecurity for Everyone,By Ritesh K,"Sep 3, 2021",It was my second course in Cybersecurity from Coursera . I found many things new in this course . I enjoyed this course.,5
Cybersecurity for Everyone,By Lookman O Y,"Sep 30, 2021",A very good starting point to understand Cybersecurity. ,5
Cybersecurity for Everyone,By Bashir Z,"Jan 16, 2022",ineed certificate,5
Cybersecurity for Everyone,By Postelniak A,"May 1, 2022","This is a very good course for complete beginners that provides basic knowledge in the field of cybersecurity. The instructor explains everything from scratch. The final course project is a bit challenging but if you take some time to complete it, it will solidify knowledge gained during the course.",5
